id,category,keywords,"Arts, Crafts, Music and Drama;",Community resouces;,Day opportunities;,Entertainment and leisure;,Social groups;,Support and community groups;,Support and assistance;,Young people's activities;,legacy_categories,area,parent_organisation,name,Monday;,Tuesday;,Wednesday;,Thursday;,Friday;,Saturday;,Sunday;,days,daytime,frequency,venue,postcode,price,contact_name,phone,url,email,description,last_updated,review_date,review_notes,assigned_to,review_number,Young people;,Young adults;,Older adults;,age_groups,Autism;,Dementia;,Learning difficulties;,Mental health;,Older people;,Physical disability;,Hearing or visual impairment;,suitability,vol_dbs_check,safeguarding,health_safety,insurance,accessibility,clo_notes,laf_area,ccg_locality,review_status
1196,Active,Exercise;Social,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Tingewick,Aerocise Pilates,Pilates - Tingewick (Mixed Ability),,,,Thursday;,,,,Thursday;,TRUE,Thursday 11:00-12:00,"Tingewick Village Hall, Main Street, Tingewick, Buckingham",MK18 4NN,,Joanne,07851 032316,https://www.aerocise-pilates.co.uk,joanne@aerocise-pilates.co.uk,All classes are booking essential as spaces are limited. Taster sessions available anytime(subject to availability); Advisable before committing to a block booking to secure your place,10/7/2018,,,JAL,4,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,NA,NA,NA,Yes,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Buckingham,AV North,
1198,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Wing,,Yoga - Wing,,,,Thursday;,,,,Thursday;,FALSE,Thursday 19:30-20:30,"Wing Village Hall, 71 Leighton Road, Wing",LU7 0NN,,Kim O'Hanlon,01296 688 693,https://www.wingparish.org/leisure/sports/,,"Thursday evenings, 7:30pm, please contact for more details",18/11/2018,,,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,"Great Brickhill, Wing & Ivinghoe",AV North,
1200,Social,Organisation,,,,,Social groups;,,,,Social groups;,Winslow,Winslow History,,,,,,,,,,FALSE,,"St Laurence Room, Market Square Winslow",MK18 3AB,,David Noy,,https://www.winslow-history.org.uk/,d.noy@btinternet.com,"Photographs, documents and interpretation of the history of Winslow from the time of King Offa to the 20th Century. The Winslow History Project is based at the Archive Room of the newly refurbished St Laurence Room, in Winslow's Market Square.",18/11/2018,,,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;Nearby Bus Stop;WC Wheelchair Access,,Winslow & District,AV North,
1201,Social,Lunches;Social,,,,,Social groups;,Support and community groups;,,,Social groups;Support and community groups;,Winslow,Winslow Big Society Group,Friendship Lunch - Winslow,,Tuesday;,,,,,,Tuesday;,TRUE,2nd Tuesday 12:00,Various,MK18 3DN,£9.50,Kay Peck,01296 714253​,https://www.winslowbigsocietygroup.info,vcorben1@gmail.com,Feeling alone or you would like a nicely cooked meal with others? Come and join the friendship lunch.Twice a month Booking Required ​(dependent on available places) Cost is £ 9.50 for a 2 course lunch with tea / coffee. ​Transport can be arranged.,18/2/2019,18/2/2019,2019-02-14 KB Details name and number changed to Kay Peck; no email listed to change form Vron's (former contact)  Unticked Thu added cost and transport - WBS visit arranged KB 01/02/19,KB,1,,,Older adults;,Older adults;,,,,,Older people;,,,Older people;,Yes,Yes,Yes,Yes,,,Winslow & District,AV North,Completed
1202,Social,Arts/Crafts;Social,"Arts, Crafts, Music and Drama;",,,Entertainment and leisure;,Social groups;,,,,"Arts, Crafts, Music and Drama;Entertainment and leisure;Social groups;",Weedon,,Art Class - Weedon,,,,Thursday;,,,,Thursday;,TRUE,Thursday 14:00-16:00,"The Old Schoolroom, High Street, Weedon",HP22 4NW,,Margaret Askew,01296 641355,https://www.weedonbucks.org.uk/index.php/village-organisations/weedon-art-class,,Meets on Thursday afternoons in the Old Schoolroom,10/7/2018,,,JAL,4,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Winslow & District,AV North,
1204,Social,Organisation;Social,,,,Entertainment and leisure;,Social groups;,,,,Entertainment and leisure;Social groups;,Winslow,,Three Counties Model Railway Society,,,,Thursday;,Friday;,,,Thursday;Friday;,TRUE,Thursday 09:00-10:00 & Friday 14:00-17:00,"The Railway Room, Red Barn Farm, Cublington Road, Aston Abbotts",HP22 4ND,,John A. Page,07541 241714,https://www.threecountiesmrs.org,threecountiesmrs@btinternet.com,Social club and model railway activities. Annual subscription £36,10/7/2018,,,JAL,4,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,,,,,,,Winslow & District,AV North,
1205,Support,Social;Support,,,Day opportunities;,,Social groups;,Support and community groups;,,,Day opportunities;Social groups;Support and community groups;,Wing,,Day Care Friends - Wing,,,,Thursday;,,,,Thursday;,FALSE,Thursday,"Wantage Crescent, Wing",LU7 0NH,,,07399 813 448,,,A day care service run by volunteers working with the elderly in Wing for the past 20 plus years.  A home cooked meal is provided and transport can be arranged,30/11/2017,,,,,,,Older adults;,Older adults;,,,,,,,,,,,,,,,"Great Brickhill, Wing & Ivinghoe",AV North,
1206,Active,Exercise;Organisation;Social,,,,Entertainment and leisure;,Social groups;,,,,Entertainment and leisure;Social groups;,Winslow,Winslow Bowls Club,Bowls Club - Winslow,,,,Thursday;,,Saturday;,Sunday;,Thursday;Saturday;Sunday;,TRUE,"Sunday, Thursday & Saturday","The Spinney, Elmfield Gate, Winslow",MK18 3NR,,Victor Griffiths Hon. Secretary,01296 714026,https://www.bucksvoice.net/winslow-bowls-club/,vic.rose1@tiscali.co.uk,Sports and recreational activities. Annual membership fee. 2pm Thursdays during Summer Season,10/7/2018,,,JAL,4,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,Older people;,,,Older people;,NA,Not Seen,Not Seen,Yes,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Winslow & District,AV North,
1211,Support,Support,"Arts, Crafts, Music and Drama;",,Day opportunities;,,,Support and community groups;,Support and assistance;,,"Arts, Crafts, Music and Drama;Day opportunities;Support and community groups;Support and assistance;",Buckingham,Buckinghamshire Care,Bucks Opportunities Centre - Buckingham,Monday;,Tuesday;,Wednesday;,Thursday;,Friday;,,,Monday;Tuesday;Wednesday;Thursday;Friday;,FALSE,Weekdays,"Buckingham Opportunities Centre, Well Street, Buckingham",MK18 1EN,Over £10,,01280 815400,,buckinghamopps@buckinghamshirecare.co.uk,"Except Mons. Day centre for adults with a range of care needs, such as learning disabilities, mental health problems and dementia",30/11/2017,,,,,,,Older adults;,Older adults;,,,,,,,,,,,,,,,Buckingham,AV North,
1215,Social,Social,,,,Entertainment and leisure;,Social groups;,,,,Entertainment and leisure;Social groups;,Mursley,Mursley Friendly Bridge Club,Bridge Club - Mursley,,Tuesday;,,,,,,Tuesday;,TRUE,Tuesday 13:30-16:30,"Mursley Village Hall, The Lane, Mursley, Milton Keynes",MK17 0RY,,John Davidson,01296 720 422,https://www.mursley.net/sport_and_leisure/bridge_club/index.html,,"To provide a friendly relaxed atmosphere in which players of all levels of experience may meet and make friends. To particularly help beginners and the less experienced, and to enable single players to find partners.",10/7/2018,,,JAL,4,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Winslow & District,AV North,
1216,Social,Arts/Crafts;Social,"Arts, Crafts, Music and Drama;",,,,Social groups;,Support and community groups;,,,"Arts, Crafts, Music and Drama;Social groups;Support and community groups;",Winslow,Winslow Community Library,In Stitches - Winslow,,Tuesday;,,,,,,Tuesday;,TRUE,Tuesday 14:00-16:00,"Winslow Community Library, Park Road, Winslow",MK18 3DL,,,01296 382415,https://www.buckscc.gov.uk/events/library-events/winslow/in-stitches/,lib-wis@buckscc.gov.uk,"Join this friendly group for crochet, knitting and other hand crafts. No experience necessary. Tea and coffee available. Donations for refreshments welcome.",10/7/2018,,,JAL,4,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,Not Seen,Yes,Yes,Yes,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking,,Winslow & District,AV North,
1224,Active,Social,,,,Entertainment and leisure;,Social groups;,,,,Entertainment and leisure;Social groups;,Newton Longville,,Short Mat Bowls - Newton Longville,,Tuesday;,,,,,,Tuesday;,TRUE,Tuesday 14:00-16:00; 16:15 - 18:00,"Newton Longville Village Hall, Whaddon Road, Newton Longville",MK17 0AT,,,,https://www.newton-longville.org.uk/html/village_hall.html,,Please contact for further information,10/7/2018,,,JAL,4,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Winslow & District,AV North,
1225,Active,Exercise;Social,,,,Entertainment and leisure;,Social groups;,,,,Entertainment and leisure;Social groups;,Akeley,Aerocise Pilates,Pilates - Akeley (Experienced),,Tuesday;,,,Friday;,,,Tuesday;Friday;,TRUE,Tuesday 09:15-10:15,"Akeley Village Hall, Church Hill, Akeley, Buckingham",MK18 5HB,,Joanne,07851 032316,https://www.aerocise-pilates.co.uk,joanne@aerocise-pilates.co.uk,All classes are booking essential as spaces are limited. Taster sessions available anytime(subject to availability); Advisable before committing to a block booking to secure your place,10/7/2018,,,JAL,4,,Young adults;,Older adults;,Young adults;Older adults;,,,,,,,,,NA,NA,NA,Yes,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Buckingham,AV North,
1226,Social,Social,,,,,Social groups;,,,,Social groups;,Aston Abbotts,G.N.O.M.E.S,Girl's Night Out Men Excluded Sorry!,,Tuesday;,,,,,,Tuesday;,FALSE,Tuesday 20:15,"The Royal Oak, Wingrave Road, Aston Abbotts",HP22 4LT,,Carol,,https://www.aston-abbotts.co.uk/gnomes.htm,carol@aston-abbotts.co.uk,"GNOMES, otherwise known as, Girls Night Out Men Excluded Sorry, was born of an idea to complement the 6.30 club, but of course for the girls only.",18/11/2018,,,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;On-Site Parking;WC Wheelchair Access,,"Great Brickhill, Wing & Ivinghoe",AV North,
1228,Active,Exercise;Social;Support,,,Day opportunities;,Entertainment and leisure;,Social groups;,,Support and assistance;,Young people's activities;,Day opportunities;Entertainment and leisure;Social groups;Support and assistance;Young people's activities;,Buckingham,Aylesbury Vale District Council,Tuesday Club - Buckingham,,Tuesday;,,,,,,Tuesday;,TRUE,Tuesday 17:00-19:00,"The Swan Pool and Leisure Centre, London Road, Buckingham",MK18 1AE,£7.50 per week,Communities Team AVDC,01296 585195,https://www.aylesburyvaledc.gov.uk/Tuesday-club-Thursday-club,communities_team@aylesburyvaledc.gov.uk,"The Tuesday Club provides a recreational and social environment for local people with disabilities, aged 12+. Sessions cost £7.50 each week or £70 for a 10 week block. If you need any more information please email us",7/9/2018,,,PD,5,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,Learning difficulties;,,Older people;,Physical disability;,Hearing or visual impairment;,Learning difficulties;Older people;Physical disability;Hearing or visual impairment;,,,,,Building Lift;Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Buckingham,AV North,
1229,Social,Music/Drama;Organisation;Social,,,,Entertainment and leisure;,Social groups;,,,,Entertainment and leisure;Social groups;,Drayton Parslow,Drayton Parslow Singers,Drayton Parslow Singers,,Tuesday;,,,,,,Tuesday;,FALSE,Tuesday 20:00,Holy Trinity or the Baptist Chapel,MK17 0JS,,Anne Glenn,01296 720777,https://www.draytonparslow.org.uk/index.php/clubs-and-societies,,"Drayton Parslow Singers are a small group of choral singers, who put on two or three varied concerts each year. New singers are welcome to come and give it a try at any time – men and women, young and old.",18/11/2018,,,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;Nearby Bus Stop,,"Great Brickhill, Wing & Ivinghoe",AV North,
1230,Social,Social,,,,Entertainment and leisure;,Social groups;,Support and community groups;,,,Entertainment and leisure;Social groups;Support and community groups;,Granborough,St John the Baptist Church,Senior Citizens Club - Granborough,,Tuesday;,,,,,,Tuesday;,TRUE,Alternate Tuesday 14:30,"Village Hall, Church Lane, Granborough",MK18 3NN,,Jackie  or Margaret,01296 670210 or 02196 670612,https://granborough.org/village-clubs-activities/,,For further information please call Jackie 670210 or Margaret 670612.,7/9/2018,,,PD,5,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Winslow & District,AV North,
1231,Active,Exercise,,,,Entertainment and leisure;,,,,,Entertainment and leisure;,Akeley,The Yoga Shed,,Monday;,Tuesday;,Wednesday;,Thursday;,Friday;,,,Monday;Tuesday;Wednesday;Thursday;Friday;,FALSE,Monday-Friday,"The Yoga Shed, 5 The Close, Leckhampstead Road, Akeley,",MK18 5HD,,Tracey,07789 260068,https://www.hathafusion.co.uk/,yoga@hathafusion.co.uk,"The Yoga Shed is a purpose built garden studio, set in the tranquility of a private garden. It offers small group classes of up to 8 places as well as individual sessions. Please see website for more information and class timetable",18/11/2018,,,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,,,Buckingham,AV North,
1234,Active,Exercise;Social,,,,Entertainment and leisure;,Social groups;,,,,Entertainment and leisure;Social groups;,Whaddon,,Table Tennis - Whaddon,,Tuesday;,,,,,,Tuesday;,FALSE,Tuesday 20:15-21:45,"Whaddon Jubilee Hall, Stock Lane, Whaddon",MK17 0LS,£1.00 per session,Mark Carter,,https://www.whaddonbuckspc.org.uk/community/whaddon-bucks-12792/table-tennis/,magcarter@hotmail.co.uk,"Tuesday 8.15pm – 9.45pm at the Jubilee Hall. For more information, contact Mark Carter",1/10/2018,,,,,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,,,,,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking;WC Wheelchair Access,,Buckingham,AV North,
1235,Support,Lunches;Organisation;Support;Transport,,Community resouces;,Day opportunities;,,Social groups;,Support and community groups;,,,Community resouces;Day opportunities;Social groups;Support and community groups;,Eaton Bray,Golden Years Day Centre,Golden Years Day Centre - Eaton Bray,Monday;,Tuesday;,,Thursday;,,,,Monday;Tuesday;Thursday;,TRUE,"Monday, Tuesday, Thursday 09:15-15:45","The Coffee Tavern, 18 High Street, Eaton Bray",LU6 2Dl,£45.00 per day,Sue Tearle,01525 852764 / 07922 172158,https://www.goldenyearsdaycare.co.uk/,s.tearle258@btinternet.com,"We believe that everyone has the right to excellent care or support that's right for them. For more details, please get in touch",7/9/2018,,2019-02-04 KB - This is in luton email sent,PD,5,,,Older adults;,Older adults;,,Dementia;,,,Older people;,,,Dementia;Older people;,,,,,,,"Great Brickhill, Wing & Ivinghoe",AV North,Enquiry sent
1241,Social,Organisation;Social,,,,,Social groups;,Support and community groups;,,,Social groups;Support and community groups;,Whaddon,St Mary's Whaddon,Bell Ringers - St Mary's Whaddon,,Tuesday;,,,,,Sunday;,Tuesday;Sunday;,TRUE,2nd Sunday 10:00 & Tuesday 19:30,"St Mary's Church, Whaddon, Church Hill, Whaddon",MK17 0ND,,Derek White,01908 501987,https://www.whaddonbuckspc.org.uk/community/whaddon-bucks-12792/bell-ringing/,j588white@btinternet.com,The bells are currently rung for all the major Christian Festivals as well as second Sunday of the month and for local weddings. The team of ringers practices on on Tuesday evenings and the team are happy to welcome new volunteers of any ability,10/7/2018,,,JAL,4,,Young adults;,Older adults;,Young adults;Older adults;,,,,,Older people;,,,Older people;,Yes,Yes,Not Seen,Yes,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking,,Buckingham,AV North,
1244,Learning,,,,,,,,,,,Steeple Claydon,Steeple Claydon Community Library,Steeple Claydon Community Library,,Tuesday;,,Thursday;,Friday;,,,Tuesday;Thursday;Friday;,TRUE,"Tuesday,Friday 14:30-17:30;  Thursday 10:00-13:00; Saturday 09:30-12:30","Steeple Claydon Village Hall, Queen Catherine Road, Steeple Claydon",MK18 2PY,,Pat Butler,,https://www.steepleclaydonparishcouncil.gov.uk/community-library/,SCLibrary@hotmail.co.uk,Steeple Claydon Community Library is supported by a team of volunteers. For general enquires the library e-mail address is sclibrary@hotmail.co.uk,10/7/2018,,,JAL,4,Young people;,Young adults;,Older adults;,Young people;Young adults;Older adults;,,,,,Older people;,Physical disability;,,Older people;Physical disability;,Yes,Yes,Not Seen,Yes,Building Wheelchair Access;Nearby Bus Stop;On-Site Parking,,Buckingham,AV North,
1245,Support,Transport,,Community resouces;,,,,Support and community groups;,Support and assistance;,,Community resouces;Support and community groups;Support and assistance;,Winslow,,Winslow & District Community Bus,,,,,,,,,FALSE,,"Winslow Youth Centre, Avenue Road, High Street, Winslow",MK18 3DN,,Sue Marchant,01296 715786,https://www.winslowbus.com,wdcbenquiries@btconnect.com,"Aims to provide safe, flexible and affordable transport to any voluntary, caring and charitable group and individuals in the area. Check website, call or email for further information",30/11/2017,,,,,,,Older adults;,Older adults;,,,,,,,,,,,,,,,Winslow & District,AV North,
